mode,platform,light_model,std_model,enh_model,N_total,N_eval,num_ctx,cap_enh,temperature,top_p,overall_p50_ms,overall_p95_ms,overall_p95_ms_co,warm_p50_ms,warm_p95_ms,warm_p95_ms_co,warm_p95_ms_km,warm_p95_ms_cap,timeouts_rate_pct,censoring_mode,avg_eval_ms,sum_eval_ms,avg_work_ms_approx,sum_work_ms_approx,attempts_mean,attempts_p95,light_pct,std_pct,enh_pct,r_costly_pct,path_pct_sum,json_fail_rate_pct,retry_rate_pct,refusal_rate_pct,sla,period_ms,sampler_period_ms,co_correction,tdigest_compression,tdigest_version,warmup_window_ms,periodic_load,hdr_sigfig,seed,engine,quant_config,model_build,router_build,planner_build,thr_std,thr_enh,json_floor,code_floor,def_floor,max_upgrades,force_light_len,force_light_score,family_A_status,family_A_reason,family_A_eligible_strata,family_A_tested_strata,family_A_min_n
gateway_3stage,Linux-5.15.0-94-generic-x86_64-with-glibc2.35,qwen3:4b,qwen3:8b,qwen3:14b,500,499,1536,192,0.0,1.0,1534.2486049027316,2403.280298316086,2393.248205887628,1534.2303076037829,2402.841068349008,2391.442971388172,2402.671185,2402.841068349008,0.0,KM / SLO-cap,1654.5863818376752,825638.604537,1654.5863818376752,825638.604537,1.0,1.0,2.404809619238477,82.16432865731463,15.430861723446892,15.430861723446892,100.0,0.0,0.0,0.0,complete,1000,1000,periodic_fill,200,unknown,1000,True,,111513658,ollama,,,,,0.4,0.85,std,std,light,2,120,0.3,blocked,min_n filter,1,0,0
