mode,platform,light_model,std_model,enh_model,N_total,N_eval,num_ctx,cap_enh,temperature,top_p,overall_p50_ms,overall_p95_ms,overall_p95_ms_co,warm_p50_ms,warm_p95_ms,warm_p95_ms_co,warm_p95_ms_km,warm_p95_ms_cap,timeouts_rate_pct,censoring_mode,avg_eval_ms,sum_eval_ms,avg_work_ms_approx,sum_work_ms_approx,attempts_mean,attempts_p95,light_pct,std_pct,enh_pct,r_costly_pct,path_pct_sum,json_fail_rate_pct,retry_rate_pct,refusal_rate_pct,sla,period_ms,sampler_period_ms,co_correction,tdigest_compression,tdigest_version,warmup_window_ms,periodic_load,hdr_sigfig,seed,engine,quant_config,model_build,router_build,planner_build,thr_std,thr_enh,json_floor,code_floor,def_floor,max_upgrades,force_light_len,force_light_score,family_A_status,family_A_reason,family_A_eligible_strata,family_A_tested_strata,family_A_min_n
baseline_enh,Linux-5.15.0-94-generic-x86_64-with-glibc2.35,qwen3:4b,qwen3:8b,qwen3:14b,500,499,1536,192,0.0,1.0,2406.2858033319353,2419.744049681813,2415.1776972106154,2406.260969511586,2419.625025317673,2414.7830538008825,2419.86908,2419.625025317673,0.0,KM / SLO-cap,2392.7194776873744,1193967.0193659998,2392.7194776873744,1193967.0193659998,1.0,1.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,complete,1000,1000,periodic_fill,200,unknown,1000,True,,1962261324,ollama,,,,,0.4,0.85,std,std,light,2,120,0.3,blocked,min_n filter,1,0,0
